Epoch	Auc	Accuracy	loss
28	0.7888794960758934	0.790571540018946	0.44586948258802295
29	0.7889175853552195	0.7906272637776993	0.44580478966236115
30	0.7889535436387709	0.7907387112952059	0.44574446184560657
31	0.788987307480187	0.7908037223470847	0.4456879789941013
32	0.7890197783366735	0.7908037223470847	0.4456349331885576
33	0.789050775775273	0.7908873079852147	0.4455849640071392
34	0.7890802104050176	0.7909894682095956	0.44553777342662215
35	0.7891080032127822	0.7910451919683489	0.4454930918291211
36	0.7891343589251114	0.7910823411408511	0.4454506980255246
37	0.7891613837724726	0.7910544792614744	0.44541036430746317
38	0.7891871859212065	0.7911380648996044	0.44537193793803453
39	0.7892113358701169	0.7910637665546	0.4453352512791753
40	0.7892339223025922	0.7910544792614744	0.44530016649514437
41	0.7892578944130062	0.7910359046752233	0.4452665406279266
42	0.78928066575978	0.7910173300889722	0.4452342726290226
43	0.789302579283462	0.7910359046752233	0.4452032409608364
44	0.78932353356422	0.7910730538477255	0.445173358079046
45	0.7893442375974389	0.7912123632446088	0.44514453085139394
46	0.7893649477630197	0.7912123632446088	0.4451166591607034
47	0.7893853673489885	0.7912587997102365	0.4450896861962974
48	0.7894052944591211	0.791268087003362	0.4450635272078216
49	0.7894258338620078	0.7913609599346174	0.4450380988419056
50	0.789445402464827	0.7912866615896131	0.44501335825771093
51	0.7894650356933065	0.7912959488827387	0.44498921977356076
52	0.7894842795168028	0.7913238107621152	0.44496562611311674
53	0.7895037745312786	0.791370247227743	0.44494251580908895
54	0.7895235584743461	0.7913238107621152	0.44491982739418745
55	0.7895431041987379	0.7913516726414919	0.4448975105769932
56	0.7895623638248592	0.7913981091071196	0.4448754843324423
57	0.7895815519853778	0.7913981091071196	0.4448537169955671
58	0.7896012172908276	0.7914073964002452	0.4448321326635778
59	0.7896212307257475	0.7913795345208685	0.44481067452579737
60	0.7896414418114102	0.7913795345208685	0.44478928856551647
61	0.7896625732230846	0.7914073964002452	0.4447679063305259
62	0.7896836808128912	0.7913981091071196	0.44474646681919694
63	0.7897054936243212	0.7914352582796218	0.4447249020449817
64	0.7897276894725128	0.7914073964002452	0.44470315612852573
65	0.7897504676592286	0.7913981091071196	0.44468113919720054
66	0.7897736805360622	0.7913609599346174	0.4446587869897485
67	0.7897979870960623	0.7913981091071196	0.4446360203437507
68	0.7898233170529265	0.7914631201589984	0.44461276289075613
69	0.7898498522547727	0.7915002693315006	0.44458891823887825
70	0.7898774228823467	0.7915095566246262	0.44456438114866614
71	0.7899061992266229	0.7915002693315006	0.4445390598848462
72	0.7899365282377707	0.7915374185040028	0.4445128464139998
73	0.7899682780700087	0.7915559930902539	0.4444856159389019
74	0.7900012673469395	0.791574567676505	0.44445723248645663
75	0.7900364472922441	0.7916117168490072	0.4444275596179068
76	0.790073663889294	0.7916488660215094	0.4443964408710599
77	0.7901129499226394	0.7916117168490072	0.44436369417235255
78	0.7901550297185698	0.7916210041421328	0.44432913791388273
79	0.7901996869933968	0.7915838549696306	0.44429254764690995
80	0.7902475757871076	0.7916024295558817	0.44425370544195175
81	0.7902990529559951	0.7915838549696306	0.4442123472690582
82	0.7903543982301079	0.7916024295558817	0.44416818488389254
83	0.7904149687483161	0.7916024295558817	0.4441209174692631
84	0.790479838052246	0.7916488660215094	0.4440701869316399
85	0.7905493839897374	0.7917138770733881	0.44401562213897705
86	0.7906257045361551	0.7916302914352583	0.44395679561421275
87	0.7907090890918105	0.7916395787283839	0.44389327382668853
88	0.7908004395856294	0.7917417389527648	0.4438245636411011
89	0.7908994637869793	0.7918346118840203	0.443750134203583
90	0.791007758468566	0.7919553466946524	0.4436694378964603
91	0.791126028852013	0.7918996229358991	0.44358187867328525
92	0.7912578755772206	0.7919089102290247	0.4434868101961911
93	0.7914018580108528	0.7919460594015268	0.44338349997997284
94	0.7915605682551308	0.7920296450396568	0.44327111495658755
95	0.7917359988559654	0.7919553466946524	0.443148504011333
96	0.7919322066066421	0.7919646339877779	0.44301411090418696
97	0.7921506024221276	0.7921318052640377	0.44286555144935846
98	0.7923991491744049	0.7921782417296654	0.44269912503659725
99	0.7926876338772741	0.792494009695934	0.44250904209911823
100	0.7930262529976253	0.7925032969890595	0.44228636659681797
101	0.7934338894930406	0.7927912030759515	0.4420177824795246
102	0.793931696710181	0.7929212251797091	0.44168419390916824
103	0.7945501204109315	0.7928562141278302	0.44126000348478556
104	0.7953159179773288	0.7931812693872244	0.44071503076702356
105	0.7962469152420995	0.7932277058528522	0.44002389069646597
106	0.7973237959727049	0.7939428274235192	0.4391869930550456
107	0.7984964804711998	0.7945650760629307	0.4382432936690748
108	0.7997437559541845	0.7950665898917102	0.4372261641547084
109	0.8011372915715429	0.7955773910136151	0.4361013905145228
110	0.8026471293200246	0.7961903523599012	0.43488722993060946
111	0.8041048750124041	0.7965804186711741	0.4337154747918248
112	0.8056575157038055	0.7973698385868455	0.43247309932485223
113	0.8075879016357729	0.7982335568475212	0.43097102735191584
114	0.8099375604558018	0.7979085015881271	0.4291801913641393
115	0.8119852219134209	0.7983914408306555	0.42760395957157016
116	0.8138500172813499	0.7991901480394524	0.42615413572639227
117	0.8155446299351065	0.7996730872819808	0.42480536876246333
118	0.8167890772199352	0.8001560265245091	0.42382743768393993
119	0.8177094697440265	0.8006854022326653	0.42312090238556266
120	0.8184833330173987	0.8005832420082842	0.42253043316304684
121	0.8191191940893333	0.8009640210264316	0.42204333236441016
122	0.819600047448443	0.8010568939576871	0.42167543107643723
123	0.8199491753144232	0.8010661812508126	0.4214108414016664
124	0.8202233364708148	0.8012797889927001	0.42119808914139867
125	0.820516736261781	0.8012054906476959	0.4209600263275206
126	0.8208981238894808	0.8014190983895834	0.42063359171152115
127	0.8213767766740934	0.8013076508720768	0.4202195731922984
128	0.8218928352155357	0.8016234188383454	0.41977181332185864
129	0.8223945345956292	0.8018463138733585	0.41934031527489424
130	0.82285323220276	0.8020877834946226	0.4189447876997292
131	0.8232675135840603	0.8020227724427439	0.4185859481804073
132	0.8236426400702166	0.802162081839627	0.418259683996439
133	0.8239835253341659	0.802654308375281	0.41796210315078497
134	0.8242937355802373	0.8029329271690473	0.4176901262253523
135	0.8245762735430426	0.8029886509278006	0.4174413736909628
136	0.824833242858588	0.8029886509278006	0.4172140187583864
137	0.825067198834923	0.8029979382209261	0.41700675105676055
138	0.8252801236401155	0.8030350873934283	0.4168186951428652
139	0.8254694940430861	0.8032394078421903	0.41664945147931576
140	0.8256368858249942	0.8034251537047012	0.4164990810677409
141	0.8257826129155992	0.803388004532199	0.4163681580685079
142	0.825903459126922	0.8035644631015844	0.4162578131072223
143	0.8259994461580898	0.8037316343778442	0.41616984782740474
144	0.8260654327311936	0.8038616564816019	0.4161067991517484
145	0.8260999617026921	0.8038152200159742	0.4160721213556826
146	0.82609875598599	0.8039080929472296	0.4160701441578567
147	0.8260542315003853	0.803880231067853	0.41610590973868966
148	0.8259607259530636	0.8039545294128573	0.4161842428147793
149	0.8258146455440667	0.8039080929472296	0.416307364590466
150	0.8256213155221617	0.8036016122740866	0.4164695390500128
151	0.8254057752646006	0.8035644631015844	0.4166486235335469
152	0.825218920781047	0.8036294741534632	0.41679885936900973
153	0.8251323943333363	0.8036294741534632	0.41685890266671777
154	0.8251946670537036	0.8039359548266063	0.4167842729948461
155	0.8254019295660824	0.8043167338447537	0.41657958226278424
156	0.8256986762115088	0.8044003194828835	0.4162918096408248
157	0.8260301824995867	0.8045396288797667	0.4159746216610074
158	0.8263584527874396	0.8044281813622601	0.4156635757535696
159	0.8266656848283476	0.8046510763972733	0.41537437541410327
160	0.8269460512274449	0.8048553968460352	0.4151114230044186
161	0.8271983075869773	0.8048925460185374	0.4148748856969178
162	0.8274232570104991	0.804901833311663	0.41466390062123537
163	0.8276219936528969	0.8049947062429185	0.41447762306779623
164	0.827796993101515	0.8049854189497929	0.41431558365002275
165	0.8279440384140775	0.8049947062429185	0.4141777823679149
166	0.8280668108946305	0.8051340156398016	0.4140647631138563
167	0.8281614549385329	0.8052176012779315	0.4139777962118387
168	0.8282235818973742	0.8052547504504337	0.4139190255664289
169	0.8282531443632792	0.8051433029329271	0.413891757838428
170	0.82824313988649	0.8051340156398016	0.4139008326455951
171	0.8281901581661858	0.8050597172947973	0.41395327961072326
172	0.828079662910102	0.8050968664672994	0.4140592156909406
173	0.8278971562711657	0.804799673087282	0.4142331266775727
174	0.8276195800967523	0.8046139272247711	0.41449555195868015
175	0.8272123521109864	0.8040752642234894	0.4148740582168102
176	0.8266411258980676	0.8040752642234894	0.4153989218175411
177	0.8258894339434389	0.8038245073090997	0.4160770042799413
178	0.8250546315025618	0.8035644631015844	0.4168065800331533
179	0.8245174693809341	0.8027100321340342	0.4172520390711725
180	0.8247498116026377	0.803183684083437	0.41701959865167737
181	0.8255942269925803	0.8031000984453072	0.41626211488619447
182	0.8264488447459148	0.8035458885153334	0.4155042991042137
183	0.8271050803545438	0.8035087393428312	0.4149240287952125
184	0.8276280361521511	0.804103126102866	0.41446082992479205
185	0.8280754077584941	0.8043074465516281	0.4140644930303097
186	0.8284706174941525	0.8043445957241302	0.413714615162462
187	0.8288203059995305	0.8045210542935156	0.4134012530557811
188	0.8291346190316018	0.8044746178278879	0.41311792796477675
189	0.8294186042318255	0.8044467559485112	0.4128599176183343
190	0.8296765700561866	0.8045767780522689	0.4126234892755747
191	0.829914527162829	0.8046882255697755	0.41240561101585627
192	0.8301339902451528	0.8047439493285287	0.41220377618446946
193	0.8303377499995619	0.8046325018110222	0.41201587906107306
194	0.8305245304230521	0.8046417891041477	0.41184014780446887
195	0.8307011669764488	0.8047439493285287	0.4116750620305538
196	0.8308654487074116	0.8048832587254119	0.4115193486213684
197	0.8310183306133831	0.8050411427085462	0.4113719235174358
198	0.8311639326981485	0.8051154410535505	0.4112318567931652
199	0.8313028896611687	0.805208313984806	0.411098362877965
200	0.8314345576044397	0.8052640377435593	0.41097076889127493
201	0.831559609436755	0.8051711648123038	0.4108484988100827
202	0.8316788140619579	0.8053476233816892	0.410731072537601
203	0.8317927316477258	0.8053661979679403	0.41061808494850993
204	0.8319026068276731	0.8055705184167022	0.4105091826058924
205	0.8320088492907498	0.8057934134517154	0.4104040707461536
206	0.8321105002657518	0.8059048609692219	0.4103025235235691
207	0.832207874390019	0.806025595779854	0.4102043304592371
208	0.8323016669790515	0.8059884466073518	0.41010933369398117
209	0.8323916702401237	0.8061370432973606	0.41001739352941513
210	0.8324783768849315	0.806127756004235	0.4099284177646041
211	0.8325612000936091	0.8061463305904861	0.40984233003109694
212	0.8326412238790599	0.8062763526942437	0.4097590739838779
213	0.8327193478116088	0.8062949272804948	0.4096786226145923
214	0.8327929868648369	0.8062856399873692	0.40960094798356295
215	0.8328644744024635	0.806248490814867	0.40952606825158
216	0.832932309410973	0.806248490814867	0.4094540122896433
217	0.8329968430860165	0.8063599383323736	0.4093848168849945
218	0.8330586745121841	0.8063599383323736	0.40931854024529457
219	0.8331161882838239	0.8063970875048758	0.4092552615329623
220	0.8331711255200074	0.8064899604361313	0.4091950776055455
221	0.8332240390767499	0.8063970875048758	0.409138108137995
222	0.8332708801800088	0.8063970875048758	0.4090844872407615
223	0.833314862423302	0.8063970875048758	0.40903438767418265
224	0.8333553777593568	0.8064435239705036	0.40898799197748303
225	0.8333910589073202	0.8065456841948846	0.40894553111866117
226	0.833422457543907	0.8066292698330144	0.4089072635397315
227	0.8334495722539567	0.8066106952467634	0.40887349424883723
228	0.8334708003682615	0.8065921206605123	0.40884458366781473
229	0.8334872336831074	0.8067500046436465	0.4088209355250001
230	0.8334983054267349	0.8068335902817765	0.40880306297913194
231	0.8335019197465199	0.8068707394542787	0.4087915299460292
232	0.8334979764019306	0.8068707394542787	0.40878705168142915
233	0.8334848948946065	0.8070007615580364	0.4087904361076653
234	0.8334636502700965	0.8070936344892917	0.4088027188554406
235	0.8334308058112517	0.807149358248045	0.408825118560344
236	0.8333852017940848	0.8071679328342961	0.4088591607287526
237	0.8333259178925843	0.8070936344892917	0.4089067582972348
238	0.8332495034738568	0.8069821869717853	0.4089703019708395
239	0.8331510146748766	0.806926463213032	0.4090528446249664
240	0.8330264564976977	0.8068893140405298	0.4091583602130413
241	0.8328705456766468	0.8067221427642699	0.4092920352704823
242	0.8326755476522933	0.8066199825398889	0.4094607550650835
243	0.8324337764523826	0.8062670654011181	0.40967370895668864
244	0.8321285204471804	0.8059420101417241	0.4099431671202183
245	0.8317428927629174	0.8060348830729795	0.4102851809002459
246	0.8312517865663597	0.8056819659342088	0.41071932669728994
247	0.830636354750657	0.8055983802960789	0.41126467008143663
248	0.8298904595290847	0.8049575570704163	0.4119245554320514
249	0.8290683987211639	0.8045117670003901	0.4126472407951951
250	0.8283637700499844	0.8043353084310046	0.4132646070793271
251	0.8280885277110104	0.8038245073090997	0.4135019825771451
252	0.8283905448856664	0.8038895183609785	0.41322436602786183
253	0.8290223373713121	0.8041124133959916	0.4126502485014498
254	0.8296743602831466	0.8042238609134982	0.41205590358003974
255	0.8302487456059062	0.8044746178278879	0.4115294413641095
256	0.8307535948972975	0.804799673087282	0.4110650294460356
257	0.8312030668376058	0.8048368222597841	0.4106482216157019
258	0.831609920277573	0.8049947062429185	0.4102695658802986
259	0.8319809378453678	0.8052176012779315	0.4099227008409798
260	0.8323224068630016	0.805412634433568	0.4096030001528561
261	0.8326390917039844	0.8056912532273344	0.4093068209476769
262	0.8329300203889478	0.8057934134517154	0.40903126494958997
263	0.8332009884716478	0.8058955736760963	0.4087738851085305
264	0.8334546519723859	0.8059048609692219	0.40853260504081845
265	0.8336920213157222	0.8060534576592306	0.4083056803792715
266	0.8339159588995233	0.806127756004235	0.40809156093746424
267	0.834126462601049	0.8062670654011181	0.4078889167867601
268	0.8343268884733019	0.8062299162286161	0.4076965628191829
269	0.8345168494698996	0.806248490814867	0.4075134703889489
270	0.8346977635816114	0.8061927670561139	0.4073387342505157
271	0.8348710299304005	0.8064435239705036	0.40717154974117875
272	0.835036068064623	0.8063970875048758	0.40701117692515254
273	0.8351958566611625	0.8064806731430058	0.4068570015951991
274	0.8353473585498368	0.8065642587811357	0.4067084426060319
275	0.8354944644784386	0.8066014079536379	0.40656498819589615
276	0.835637273744059	0.8066571317123911	0.40642619505524635
277	0.8357749995174892	0.80663855712614	0.4062916371040046
278	0.8359085675495223	0.8067035681780188	0.4061609539203346
279	0.8360375358383783	0.8067221427642699	0.4060338200069964
280	0.8361641167515578	0.806842877574902	0.4059099294245243
281	0.8362875413852175	0.806740717350521	0.4057890074327588
282	0.8364075868515867	0.8068057284023998	0.40567081701010466
283	0.8365259117187109	0.8069543250924086	0.40555513743311167
284	0.8366420242183341	0.8070286234374129	0.40544175496324897
285	0.8367552269122156	0.8070564853167895	0.4053305024281144
286	0.8368670217573112	0.8071772201274217	0.40522119076922536
287	0.8369768969372586	0.8071772201274217	0.405113676097244
288	0.837083536824561	0.8071865074205472	0.4050077982246876
289	0.8371883862980363	0.8072143692999239	0.40490344911813736
290	0.8372936435735808	0.8072700930586771	0.40480048302561045
291	0.8373963856372885	0.8075022753868157	0.40469879237934947
292	0.8374975304565702	0.8075672864386946	0.40459827380254865
293	0.8375966341427652	0.807641584783699	0.4044988229870796
294	0.837695196765949	0.8076880212493267	0.4044003435410559
295	0.8377931367185354	0.8077716068874565	0.4043027446605265
296	0.8378902992763155	0.8078273306462098	0.40420594438910484
297	0.8379863002232277	0.8078830544049631	0.4041098668240011
298	0.8380800331396613	0.8079387781637164	0.4040144421160221
299	0.8381734261817273	0.8080595129743485	0.40391957154497504
300	0.8382664859535077	0.8081523859056039	0.4038251917809248
